작성일,종목명,종목코드,제목,적정가격,평가의견,작성자,작성기관,세부내용
2021-04-08,삼성전자,005930,수요 양호한데 칩 부족 우려가 주가에 부담,"111,000",Buy,"김경민, 김록호",하나금융투자,삼성전자(005930) 수요 양호한데 칩 부족 우려가 주가에 부담수요 양호한데 칩 부족 우려가 주가에 부담
2021-04-08,삼성전자,005930,반도체 실적 회복과 변화와 성장 의 청사진을 보여줄 필요,"110,000",Buy,이승우,유진투자증권,삼성전자(005930) 반도체 실적 회복과 ‘변화와 성장’의 청사진을 보여줄 필요삼성전자(005930) 반도체 실적 회복과 ‘변화와 성장’의 청사진을 보여줄 필요
2021-04-08,삼성전자,005930,하반기부터 본격적인 실적 개선 예상,"110,000",Buy,"노근창, 박찬호",현대차투자증권,삼성전자(005930) 하반기부터 본격적인 실적 개선 예상하반기부터 본격적인 실적 개선 예상
2021-04-08,삼성전자,005930,1Q21P 증익 사이클 진입,0,-,김선우,메리츠증권,삼성전자(005930)1Q21P 증익 사이클 진입1Q21P 증익 사이클 진입
2021-04-08,삼성전자,005930,2Q21 영업이익 10 3조원 예상,"100,000",Buy,송명섭,하이투자증권,삼성전자(005930)2Q21 영업이익 10.3조원 예상2Q21 영업이익 10.3조원 예상
2021-04-08,삼성전자,005930,1분기 IM CE 사업부 선전,"110,000",Buy,김운호,IBK투자증권,"삼성전자(005930)1분기. IM, CE 사업부 선전1분기, IM, CE 효과 21년 1분기/반도체: 흐림, 디스플레이: 흐림, 모바일: 맑음"
2021-04-05,삼성전자,005930,1 분기 IM CE 기대 이상,"110,000",Buy,김운호,IBK투자증권,"삼성전자(005930)1 분기 IM, CE 기대 이상1분기 IM, CE 기대 이상"
2021-04-05,삼성전자,005930,메모리 반도체 가격 상승 사이클 본격 진입,"105,000",Buy,박유악,키움증권,삼성전자(005930)메모리 반도체 가격 상승 사이클 본격 진입메모리 반도체 가격 상승 사이클 본격 진입
2021-04-01,삼성전자,005930,1Q21 실적은 예상을 상회할 듯,"100,000",Buy,이경신,하이투자증권,삼성전자(005930)1Q21 실적은 예상을 상회할 듯1Q21 실적은 예상을 상회할 듯
2021-03-30,삼성전자,005930,반도체 부진에도 1Q 실적은 컨센서스 상회 예상,"110,000",Buy,이승우,유진투자증권,삼성전자(005930) 반도체 부진에도 1Q 실적은 컨센서스 상회 예상1Q21 Preview: 세트 사업부 실적 호조로 컨센서스 상회 예상
2021-03-26,삼성전자,005930,시련은 있어도 Surprise는 나온다,"110,000",Buy,노근창,현대차투자증권,삼성전자(005930)시련은 있어도 Surprise는 나온다시련은 있어도 Surprise는 나온다
2021-03-25,와이솔,122990,삼성전자의 스마트폰 전략 변화 수혜,"19,000",Buy,박강호,대신증권,와이솔(122990)삼성전자의 스마트폰 전략 변화 수혜…와이솔(122990)삼성전자의 스마트폰 전략 변화 수혜…
2021-03-23,삼성전자,005930,TSMC 에 대적할 수 있는 유일한 반도체 기업,"105,000",Buy,"이순학, 이용욱",한화투자증권,삼성전자(005930) TSMC 에 대적할 수 있는 유일한 반도체 기업TSMC에 대적할 수 있는 유일한 반도체 기업
2021-03-23,삼성전자,005930,미국에서 다가올 새로운 기회,"108,000",Buy,김영우,SK증권,삼성전자(005930)미국에서 다가올 새로운 기회미국에서 다가올 새로운 기회
2021-03-12,삼성전자,005930,오 스틴 영 향과 1 분 기 실 적 전 망,"107,000",Buy,이재윤,유안타증권,삼성전자(005930)오 스틴 영 향과 1 분 기 실 적 전 망오스틴 영 향과 1 분 기 실 적 전 망
2021-03-08,원익IPS,240810,삼성전자 반도체 부분 투자 확대 예상,"68,000",Buy,박유악,키움증권,"원익IPS(240810)삼성전자 반도체 부분, 투자 확대 예상삼성전자 반도체 부분, 투자 확대 예상"
2021-03-04,삼성전자,005930,실적 추정치 업데이트,"111,000",Buy,"김경민, 김록호",하나금융투자,삼성전자(005930)실적 추정치 업데이트실적 추정치를 상향 조정하지만 목표 주가는 유지 1Q21 영업이익 추정치는 8.27조 원에서 8.91조 원으로 상향
2021-02-01,삼성전자,005930,수요와 공급의 괴리,"108,000",Buy,김영우,SK증권,삼성전자(005930)수요와 공급의 괴리수요와 공급의 괴리
2021-01-29,삼성전자,005930,행간을 잘 읽자,"110,000",Buy,"노근창, 박찬호",현대차투자증권,삼성전자(005930)행간을 잘 읽자행간을 잘 읽자
2021-01-29,삼성전자,005930,실적 발표 함의를 되새겨 보면,"111,000",Buy,"김경민, 김록호, 김현수, 김주연",하나금융투자,"삼성전자(005930)실적 발표 함의를 되새겨 보면실적 발표일에 삼성전자와 SK하이닉스의 주가 하락 DRAM 업황의 계절성 완화가 현실화되면 긍정적 당분간 걱정되는 이슈는 P, Q, C에서 Q의 증가 제한"
2021-01-29,삼성전자,005930,잠깐 쉬고 다시 간다,"92,000",Buy,이순학,한화투자증권,삼성전자(005930)잠깐 쉬고 다시 간다잠깐 쉬고 다시 간다
2021-01-29,삼성전자,005930,강해진 펀더멘털 모멘텀 rerating의 삼박자,"100,000",Buy,최영산,이베스트증권,"삼성전자(005930) 강해진 펀더멘털/모멘텀/rerating의 삼박자2021년, 메모리 업황 시작이 나쁘지 않다 전략적 시설투자와 M&A에 대한 기대감 지속 확대"
2021-01-29,삼성전자,005930,경쟁력 강화와 전략적 성장을 지향하는 클린 컴퍼니 선언,"110,000",Buy,이승우,유진투자증권,삼성전자(005930)경쟁력 강화와 전략적 성장을 지향하는 클린 컴퍼니 선언새로운 주주환원 정책의 의미: 큰 변화가 없었기에 오히려 더 높은 평가 1분기 이후 실적 개선 전망을 반영해 목표가 11만원 유지
2021-01-29,삼성전자,005930,1Q21 영업이익 9 0조원 전망,"100,000",Buy,송명섭,하이투자증권,삼성전자(005930)1Q21 영업이익 9.0조원 전망1Q21 영업이익 9.0조원 전망
2021-01-29,삼성전자,005930,1Q21 분기 실적 저점 지나갈 전망,"105,000",Buy,박유악,키움증권,삼성전자(005930)1Q21 분기 실적 저점 지나갈 전망1Q21 분기 실적 저점 지나갈 전망
2021-01-29,삼성전자,005930,주가 조정 시 매수 접근 권고,"107,000",Buy,이재윤,유안타증권,삼성전자(005930)주가 조정 시 매수 접근 권고주가 조정 시 매수 접근 권고
2021-01-29,삼성전자,005930,1분기 저점으로 성장세 지속할 것,"110,000",Buy,김운호,IBK투자증권,삼성전자(005930)1분기 저점으로 성장세 지속할 것1분기 저점으로 성장세 지속할 것
2021-01-28,삼성물산,028260,4Q20 Review 삼성전자 배당 확대 수혜 기대,"170,000",Buy,은경완,메리츠증권,삼성물산(028260)4Q20 Review: 삼성전자 배당 확대 수혜 기대4Q20 Review: 삼성전자 배당 확대 수혜 기대
2021-01-25,삼성전자,005930,인텔 파운드리 업데이트 조기양산,0,-,김선우,메리츠증권,삼성전자(005930)인텔 파운드리 업데이트 조기양산인텔파운드리 업데이트 조기양산
2021-01-22,삼성전자,005930,인텔 파운드리 수주 계약 체결 보도,0,-,"김선우, 홍석현",메리츠증권,삼성전자(005930)인텔 파운드리 수주 계약 체결 보도인텔 파운드리 수주 계약 체결 보도
2021-01-12,삼성전자,005930,주가는 실적보다 빠르다,"110,000",Buy,"노근창, 박찬호",현대차투자증권,삼성전자(005930)주가는 실적보다 빠르다투자포인트 및 결론 주요 이슈 및 실적전망 주가전망 및 Valuation
2021-01-12,삼성전자,005930,4 분기는 이전 전망치 하회 기대감은 최고,"110,000",Buy,김운호,IBK투자증권,삼성전자(005930)4 분기는 이전 전망치 하회 . 기대감은 최고4분기는 이전 전망치 하회 . 기대감은 최고
2021-01-11,삼성전자,005930,기대 이하 실적에도 유동성 슈퍼사이클로 기록적인 주가 상승,"110,000",Buy,이승우,유진투자증권,"삼성전자(005930)기대 이하 실적에도, 유동성 슈퍼사이클로 기록적인 주가 상승달러 약세와 유럽 락다운 영향으로 반도체 및 세트 사업 이익 둔화 불가피 유동성 슈퍼사이클과 반도체 기대감 감안해 목표가 11만원으로 상향"
2021-01-11,삼성전자,005930,잠정 실적과 주가는 판이한 흐름,"111,000",Buy,"김경민,김현수, 김록호, 김주연",하나금융투자,삼성전자(005930)잠정 실적과 주가는 판이한 흐름2020년 4분기 잠정 실적은 추정치 대비 하회 분기 실적에 대해 시장의 관심 제한적 삼성전자의 PER 저평가 해소에 기여할 만한 이벤트 증가
2021-01-11,삼성전자,005930,Re rating 의 모멘텀이 시작된다,"108,000",Buy,김영우,SK증권,삼성전자(005930)Re rating 의 모멘텀이 시작된다Re rating 의 모멘텀이 시작된다
2021-01-11,삼성전자,005930,4 Q20 잠정실적 코멘트 지나간 실적 보다는 1 분기 디램 가격에 주목,"92,000",Buy,이순학,한화투자증권,삼성전자(005930)4 Q20 잠정실적 코멘트 – 지나간 실적 보다는 1 분기 디램 가격에 주목4Q20 잠정실적 코멘트 – 지나간 실적 보다는 1 분기 디램 가격에 주목
2021-01-11,삼성전자,005930,4Q20 잠정 실적 리뷰,0,-,박유악,키움증권,"삼성전자(005930)4Q20 잠정 실적 리뷰◎ 4Q20 영업이익 9.0조원, 예상치 소폭 하회 ◎ 1Q21 영업이익 8.2조원으로, 분기 실적 저점 지나갈 전망"
2021-01-11,삼성전자,005930,삼 성전자 4Q20 Preview,"107,000",Buy,이재윤,유안타증권,삼성전자(005930)삼 성전자 4Q20 Preview삼성전자 4Q20 Preview
2021-01-06,삼성전자,005930,500조 그 이후,"100,000",Buy,최영산,이베스트증권,"삼성전자(005930)500조, 그 이후삼성전자(005930)500조, 그 이후"
2021-01-05,삼성전자,005930,4분기는 이전 전망치 하회 기대감은 최고,"97,000",매수,김운호,IBK투자증권,삼성전자(005930)4분기는 이전 전망치 하회. 기대감은 최고4분기는 이전 전망치 하회. 기대감은 최고
2021-01-05,삼성전자,005930,목표주가 111 000원으로 상향,"111,000",Buy,김경민,하나금융투자,"삼성전자(005930)목표주가 111,000원으로 상향목표주가 111,000원으로 상향"
2021-01-04,삼성전자,005930,반도체 업황 회복과 강력한 유동성 효과,"96,000",Buy,송명섭,하이투자증권,삼성전자(005930)반도체 업황 회복과 강력한 유동성 효과반도체 업황 회복과 강력한 유동성 효과
2021-01-04,삼성전자,005930,DRAM 가격 전망치 상향 조정,"100,000",Buy,박유악,키움증권,"삼성전자(005930)DRAM 가격 전망치 상향 조정4Q20 영업이익 9.2조원, 세트 부문 부진 예상 1Q21 영업이익 8조원, 분기 실적 바닥 지나갈 전망"
2020-12-29,삼성전자,005930,빨리 봄이 온다,"91,000",Buy,"노근창, 박찬호",현대차투자증권,"삼성전자(005930) 빨리 봄이 온다삼성전자의 6개월 목표주가를 80,000원에서 91,000원 (2021년 예상 지배주주 BPS에 P/B 2.1배 적용)으로 상향하며, 투자의견 BUY를 유지함. 동사 주가는 1) 잔여 재원에 대한 추가적인 주주 환원 정책 기대감, 2) 예상보다 빠른 DRAM 가격 반등 가능성, 3) 우호적인 Foundry 수요 등으로 시장 수익률을 크게 상회하고 있음."
2020-12-29,삼성전자,005930,달러 약세와 유럽 락다운 영향으로 4Q이익은 숨고르기,"86,000",Buy,이승우,유진투자증권,삼성전자(005930)달러 약세와 유럽 락다운 영향으로 4Q이익은 숨고르기달러 약세와 유럽 락다운 영향으로 4Q이익은 숨고르기
2020-12-18,삼성전자,005930,메모리 업황 반등이 빨라진다,"92,000",Buy,이순학,한화투자증권,"삼성전자(005930)메모리 업황 반등이 빨라진다4분기 실적 , 재고조정으로 약간 부진 이제 모든 시선은 1 분기 메모리 가격으로"
2020-12-17,삼성전자,005930,NAND 산업의 통합을 주도,"95,000",Buy,이수빈 박강호,대신증권,"삼성전자(005930)NAND 산업의 통합을 주도투자의견 매수 (Buy) 유지,목표주가 95,000 원으로 상향 NAND 산업의 통합(Consolidation)을 주도 4분기 영업이익 8.9조원 전망.비우호적인 환율로 하향 조정"
2020-12-16,삼성전자,005930,기술혁신이 새로운 역사를 만든다,"80,000",Buy,노근창,현대차투자증권,삼성전자(005930)기술혁신이 새로운 역사를 만든다기술혁신이 새로운 역사를 만든다
2020-12-07,에스앤에스텍,101490,삼성전자 파운드리 증설과 EUV 도입 확대 최대 수혜주,"55,000",Buy,윤혁진,SK증권,에스앤에스텍(101490)삼성전자 파운드리 증설과 EUV 도입 확대 최대 수혜주삼성전자 파운드리 증설과 EUV 도입 확대 최대 수혜주
2020-12-07,두산테스나,131970,테스나 2021 년 삼성전자 CIS 와 엑시노스 AP 생산량 증가 최대 수혜주,0,NotRated,윤혁진,SK증권,테스나(131970)2021 년 삼성전자 CIS 와 엑시노스 AP 생산량 증가 최대 수혜주2021년 삼성전자 CIS 와 엑시노스 AP 생산량 증가 최대 수혜주
2020-12-07,삼성전자,005930,환율 우려에도 21 년 사업 포트폴리오 개선 가속화,"87,000",Buy,"김영우,김태진",SK증권,삼성전자(005930)환율 우려에도 ‘21 년 사업 포트폴리오 개선 가속화환율 우려에도 ‘21 년 사업 포트폴리오 개선 가속화
2020-12-04,삼성전자,005930,기술 혁신이 새로운 역사를 만든다,"80,000",Buy,"노근창, 박찬호",현대차투자증권,삼성전자(005930)기술 혁신이 새로운 역사를 만든다기술 혁신이 새로운 역사를 만든다
2020-12-03,삼성전자,005930,충분히 남아있는 주가 상승 여력,"90,000",Buy,박유악,키움증권,"삼성전자(005930)충분히 남아있는 주가 상승 여력연말·연초 DRAM 수요 및 가격, 기존 예상치 상회 전망"
2020-11-30,삼성전자,005930,주가 상승에 대한 단상,"76,000",Buy,이순학,한화투자증권,삼성전자(005930)삼성전자 주가 상승에 대한 단상삼성전자 주가 상승에 대한 단상
2020-11-30,삼성전자,005930,21 년 따라잡거나 따돌리거나,"80,000",Buy,이수빈,대신증권,삼성전자(005930)21 년 따라잡거나 따돌리거나21 년 따라잡거나 따돌리거나
2020-11-27,삼성전자,005930,주가 10만원 되려면 비메모리 사업가치 200조 원 의미,"86,000",Buy,김경민 김록호 김현수,하나금융투자,"삼성전자(005930)주가 10만원 되려면 비메모리 사업가치 200조 원 의미9월 14일 목표주가 8만 6천원으로 상향 조정한 이후 주가 15% 상승 보통주 주가가 10만 원까지 상승한다면, 보통주 시총 600조 원 의미 보통주 시총 600조 원에서는 비메모리 사업가치 200조 원 인정 필요 비메모리 사업가치 200조 원은 21년 비메모리 매출 20조 원의 PSR 10배"
2020-11-25,삼성전자,005930,DRAM 장기 호황 사이클 진입,"90,000",Buy,박유악,키움증권,삼성전자(005930)DRAM 장기 호황 사이클 진입DRAM 장기 호황 사이클 진입
2020-11-24,삼성전자,005930,메모리 파운드리 쌍끌이 개선,"80,000",Buy,이승우,유진투자증권,"삼성전자(005930)메모리+파운드리, 쌍끌이 개선실적 전망: 21년 상반기까지 조정기 지나 하반기부터 본격 회복 2021년 삼성전자의 주가는 변동 범위는?"
2020-11-24,삼성전자,005930,21년 창사이래 첫 20조원대 비메모리 매출 달성,"85,000",Buy,이재윤,유안타증권,"삼성전자(005930)21년, 창사이래 첫 20조원대 비메모리 매출 달성21년, 창사이래 첫 20조원대 비메모리 매출 달성"
2020-11-23,삼성전자,005930,단기 실적 부진은 저점 매수의 기회,"80,000",Buy,송명섭,하이투자증권,삼성전자(005930)단기 실적 부진은 저점 매수의 기회단기 실적 부진은 저점 매수의 기회
2020-11-23,삼성전자,005930,DRAM 가격 반등 최대 수혜,"83,000",Buy,김운호,IBK투자증권,삼성전자(005930)DRAM 가격 반등 최대 수혜DRAM 가격 반등 최대 수혜
2020-11-20,삼성생명,032830,금리상승 삼성전자상승의수혜주,"94,000",Buy,김고은,메리츠증권,"삼성생명(032830)금리상승, 삼성전자상승의수혜주금리상승, 삼성전자상승의수혜주"
2020-11-17,삼성전자,005930,낮아지는 DRAM 재고 높아지는 기대감,"87,000",Buy,"김영우,김태진",SK증권,"삼성전자(005930)낮아지는 DRAM 재고 , 높아지는 기대감낮아지는 DRAM 재고 , 높아지는 기대감"
2020-11-16,삼성전자,005930,,"86,000",Buy,김경민,하나금융투자,삼성전자(005930)삼성전자(005930)
2020-11-12,삼성전자,005930,ROE 개선을통한재평가임박,"76,000",Buy,김선우,메리츠증권,삼성전자(005930)ROE 개선을통한재평가임박ROE 개선을통한재평가임박
2020-11-11,삼성전자,005930,연말 전에 팔면 안 됩니다,"86,000",Buy,김경민,하나금융투자,삼성전자(005930)연말 전에 팔면 안 됩니다연말 전에 팔면 안 됩니다
2020-11-11,삼성전자,005930,다각화된 사업 포트폴리오의 위력이 발현될 때,"76,000",Buy,"이순학,김준환",한화투자증권,삼성전자(005930)다각화된 사업 포트폴리오의 위력이 발현될 때다각화된 사업 포트폴리오의 위력이 발현될 때
2020-11-09,두산테스나,131970,테스나 삼성전자 비메모리 CIS AP 성장에 투자하는 올바른 방법,0,NotRated,윤혁진,SK증권,"테스나(131970)삼성전자 비메모리(CIS, AP) 성장에 투자하는 올바른 방법시스템반도체 테스트 전문 기업으로 삼성전자 비메모리 사업 확대 수혜 삼성전자 CIS 시장 점유율 상승 + AP 판매량 증가로 동사 테스트 물량 증가 전망"
2020-10-30,삼성전자,005930,불확실한 여건 속에 가장 안전한 투자처,"76,000",Buy,이순학,한화투자증권,삼성전자(005930)불확실한 여건 속에 가장 안전한 투자처불확실한 여건 속에 가장 안전한 투자처
2020-10-30,삼성전자,005930,4Q20 실적 둔화는 저점 매수의 기회,"72,000",Buy,송명섭,하이투자증권,삼성전자(005930)4Q20 실적 둔화는 저점 매수의 기회4Q20 실적 둔화는 저점 매수의 기회
2020-10-30,삼성전자,005930,연말 전에 팔면 안 됩니다,"86,000",Buy,김경민,하나금융투자,삼성전자(005930)연말 전에 팔면 안 됩니다연말 전에 팔면 안 됩니다
2020-10-30,삼성전자,005930,투자에 대한 시각을 DRAM으로 옮겨야 할 시기,"75,000",Buy,박유악,키움증권,삼성전자(005930)투자에 대한 시각을 DRAM으로 옮겨야 할 시기투자에 대한 시각을 DRAM으로 옮겨야 할 시기
2020-10-30,삼성전자,005930,맞춰지는 퍼즐,"75,000",Buy,최영산,이베스트증권,삼성전자(005930)맞춰지는 퍼즐삼성전자(005930)맞춰지는 퍼즐
2020-10-30,삼성전자,005930,준공 정산이익 반영 컨센서스 상회,"76,000",Buy,이승우,유진투자증권,"삼성전자(005930)준공 정산이익 반영, 컨센서스 상회준공 정산이익 반영, 컨센서스 상회"
2020-10-30,삼성전자,005930,기술과 브랜드가 만나고 있다,"74,000",Buy,"노근창, 박찬호",현대차투자증권,삼성전자(005930)기술과 브랜드가 만나고 있다기술과 브랜드가 만나고 있다
2020-10-30,삼성전자,005930,다음 수는 양수겸장,"76,000",Buy,김선우,메리츠증권,삼성전자(005930)다음 수는 양수겸장다음 수는 양수겸장
2020-10-30,삼성전자,005930,21 년 반도체 Capex Cycle 주도권 확보,"85,000",Buy,이재윤,유안타증권,삼성전자(005930)21 년 반도체 Capex Cycle 주도권 확보21 년 반도체 Capex Cycle 주도권 확보
2020-10-30,삼성전자,005930,4분기 영업이익 9 8조원 전망 세트사업부의 정상화,"80,000",Buy,"이수빈, 박강호",대신증권,"삼성전자(005930)4분기 영업이익 9.8조원 전망, 세트사업부의 정상화4분기 영업이익 9.8조원 전망, 세트사업부의 정상화"
2020-10-30,삼성전자,005930,3분기 기대 이상 4분기는 감익,"73,000",Buy,김운호,IBK투자증권,삼성전자(005930)3분기 기대 이상. 4분기는 감익3분기 기대 이상. 4분기는 감익
2020-10-14,삼성전자,005930,3 분기 기대 이상 모바일 가전의 뜻밖의 선전,"73,000",Buy,박운호,IBK투자증권,삼성전자(005930)3 분기 기대 이상 . 모바일 가전의 뜻밖의 선전3분기 기대 이상 . 모바일 가전의 뜻밖의 선전
2020-10-13,삼성전자,005930,반도체 Cycle과 주주환원정책의 만남,"74,000",Buy,"노근창,박찬호",현대차투자증권,삼성전자(005930)반도체 Cycle과 주주환원정책의 만남반도체 Cycle과 주주환원정책의 만남
2020-10-13,삼성전자,005930,호실적은 잠깐일까 지속될까,"86,000",Buy,"김경민,김록호",하나금융투자,"삼성전자(005930)호실적은 잠깐일까, 지속될까삼성전자는 10월 8일에 3Q20 잠정 실적을 발표했다. 삼성전자는 2009년 7월부터 분기 실적 예상치를 제공하고 있다. 연결 기준으로 매출 66조원, 영업이익 12.3조 원을 기록했다. 전 분기 대비 매출은 24.6%, 영업이익은 50.9% 증가했고, 전년 동기 대비 매출은 6.4%, 영업이익은 58.1% 증가했다."
2020-10-12,삼성전자,005930,반도체 출하량과 TV 판매량 호조,"75,000",Buy,박유악,키움증권,삼성전자(005930)반도체 출하량과 TV 판매량 호조반도체 출하량과 TV 판매량 호조
2020-10-12,삼성전자,005930,서프라이즈를 넘어 2021년을 봐야할 때,"75,000",Buy,최영산,이베스트증권,삼성전자(005930)서프라이즈를 넘어 2021년을 봐야할 때삼성전자(005930)서프라이즈를 넘어 2021년을 봐야할 때
2020-10-12,삼성전자,005930,역대 최대 매출 신기록,"76,000",Buy,이승우,유진투자증권,삼성전자(005930)역대 최대 매출 신기록역대 최대 매출 신기록
2020-10-12,삼성전자,005930,3Q20 잠정실적 Review,"72,000",Buy,이재윤,유안타증권,삼성전자(005930)3Q20 잠정실적 Review3Q20 잠정실적 Review
2020-10-12,삼성전자,005930,3분기 예상 상회,"80,000",Buy,이수빈,대신증권,삼성전자(005930)3분기 예상 상회3분기 예상 상회
2020-10-12,삼성전자,005930,반도체 가격 턴어라운드도 머지 않았다,"80,000",Buy,김영우,SK증권,삼성전자(005930)반도체 가격 턴어라운드도 머지 않았다반도체 가격 턴어라운드도 머지 않았다
2020-10-07,삼성전자,005930,3분기 기대 이상,"73,000",Buy,김운호,IBK투자증권,"삼성전자(005930)3분기 기대 이상3분기 모바일, 가전 기대 이상 반도체: 흐림, 디스플레이: 맑음, 모바일: 맑음"
2020-10-06,이랜텍,054210,삼성전자 인도 휴대폰 점유율 확대 및 배터리팩 사업 확장에 따른 성장,0,NotRated,윤혁진,SK증권,이랜텍(054210)삼성전자 인도 휴대폰 점유율 확대 및 배터리팩 사업 확장에 따른 성장삼성전자를 주 고객사로 하는 배터리패키지의 명가 신규 성장 동력 발굴로 매출 성장 지속 전망
2020-10-06,삼성전자,005930,IM 호조 vs NAND 수익성 악화,"72,000",Buy,박유악,키움증권,삼성전자(005930)IM 호조 vs. NAND 수익성 악화IM 호조 vs. NAND 수익성 악화
2020-09-28,삼성전자,005930,실적 개선과 우선주 매력 증가,"76,000",Buy,김선우,메리츠종금증권,삼성전자(005930)실적 개선과 우선주 매력 증가실적 개선과 우선주 매력 증가
2020-09-25,삼성전자,005930,반도체 이익 QoQ로 순증 예상,"74,000",Buy,"노근창,박찬호",현대차투자증권,삼성전자(005930)반도체 이익 QoQ로 순증 예상반도체 이익 QoQ로 순증 예상
2020-09-24,삼성전자,005930,반도체 업황 부진 완화 조짐,"71,000",Buy,송명섭,하이투자증권,"삼성전자(005930)반도체 업황 부진 완화 조짐매수 투자의견과 71,000원의 목표주가 유지 3Q20 영업이익을 11.1조원으로 전망"
2020-09-16,삼성전자,005930,실적과 밸류에이션의 동반 상승 구간,"76,000",Buy,이순학,한화투자증권,"삼성전자(005930)실적과 밸류에이션의 동반 상승 구간3분기 스마트폰 사업 호조로 영업이익 11 조 원 전망 파운드리 , 5G 통신장비 사업 기대감이 주가에 반영될 때"
2020-09-14,삼성전자,005930,3Q20 Earnings Preview 코로나 뚫고 하이킥,"76,000",Buy,이승우,유진투자증권,"삼성전자(005930)3Q20 Earnings Preview 코로나 뚫고 하이킥 3분기 매출 65.6조원, 영업이익 11조원으로 기대치 상회할 전망  목표가 76,000원으로 상향 제시"
2020-09-14,와이솔,122990,5G 폰 확대 및 삼성전자 스마트폰 변화의 수혜,"24,000",Buy,박강호,대신증권,와이솔(122990)5G 폰 확대 및 삼성전자 스마트폰 변화의 수혜5G 폰 확대 및 삼성전자 스마트폰 변화의 수혜
2020-09-14,삼성전자,005930,세트가 좋으면 부품도 좋다,"80,000",Buy,이수빈,대신증권,삼성전자(005930)세트가 좋으면 부품도 좋다세트가 좋으면 부품도 좋다
2020-09-14,삼성전자,005930,IM 수익성 개선에 따른 실적 호조,"72,000",Buy,박유악,키움증권,"삼성전자(005930)IM 수익성 개선에 따른 실적 호조3Q20 영업이익 10.1조원, 기대치 상회 예상 4Q20 영업이익 8.3조원 전망, IM과 반도체 부진"
2020-09-14,삼성전자,005930,초격차의 지속,"75,000",Buy,최영산,이베스트증권,"삼성전자(005930)초격차의 지속COVID19 에도 오히려 상향 조정되는 실적 추세 2021 년 에도 초격차 지속 (IM, Foundry, Tech,"
2020-09-14,삼성전자,005930,아직도 흙속의 진주다,"86,000",Buy,"김경민,김록호",하나금융투자,"삼성전자(005930)아직도 흙속의 진주다목표주가 8만 원에서 8만 6천 원으로 상향 조정 3Q 영업이익은 IM 4.2조, 반도체 5.3조, 디스플레이 0.5조, CE 1.1조"
2020-09-08,삼성전자,005930,News comment 버라이즌 수주의 의미,"73,000",Buy,이승우,유진투자증권,삼성전자(005930)News comment 버라이즌 수주의 의미 What’s New  What’s the meaning
2020-09-07,삼성전자,005930,격이 다른 비즈니스 포트폴리오의 힘,"80,000",Buy,김영우,SK증권,삼성전자(005930)격이 다른 비즈니스 포트폴리오의 힘격이 다른 비즈니스 포트폴리오의 힘
2020-08-05,삼성전자,005930,2Q20 Review 세트 사업 호조로 하반기 이익 개선,"73,000",Buy,이승우,유진투자증권,삼성전자(005930)2Q20 Review 세트 사업 호조로 하반기 이익 개선 의외로 세트 사업부 선방했던 2분기  세트 사업 호조에 힘입어 3분기 영업이익은 9.1조원으로 증가 예상
2020-08-03,삼성전자,005930,2Q20 Review 2 세트 사업 호조로 하반기 이익 개선,"73,000",Buy,이승우,유진투자증권,삼성전자(005930)2Q20 Review (2) 세트 사업 호조로 하반기 이익 개선 의외로 세트 사업부 선방했던 2분기  세트 사업 호조에 힘입어 3분기 영업이익은 9.1조원으로 증가 예상
2020-08-03,삼성전자,005930,8만 원 바라봅니다,"80,000",Buy,"김경민,김록호",하나금융투자,"삼성전자(005930)8만 원 바라봅니다목표주가 66,000원에서 8만 원으로 상향 조정 사업부별 이익 추정치에 각각 다른 P/E 적용. 비메모리는 20배 적용"
2020-07-31,삼성전자,005930,충분히 낮아진 메모리 반도체에 대한 시장 기대,"72,000",Buy,박유악,키움증권,삼성전자(005930)충분히 낮아진 메모리 반도체에 대한 시장 기대충분히 낮아진 메모리 반도체에 대한 시장 기대
2020-07-31,삼성전자,005930,실적도 좋고 파운드리 기대감도 높고,"76,000",Buy,이순학,한화투자증권,"삼성전자(005930)실적도 좋고 , 파운드리 기대감도 높고실적도 좋고 , 파운드리 기대감도 높고"
2020-07-31,삼성전자,005930,전사 이익 개선 추세 이어질 듯,"71,000",Buy,송명섭,하이투자증권,삼성전자(005930)전사 이익 개선 추세 이어질 듯전사 이익 개선 추세 이어질 듯
2020-07-31,삼성전자,005930,그때와는 다른 사이클,"73,000",Buy,최영산,이베스트증권,삼성전자(005930) 그때와는 다른 사이클삼성전자(005930) 그때와는 다른 사이클
2020-07-31,삼성전자,005930,파운드리 사업 기회요인 재조명,"72,000",Buy,이재윤,유안타증권,삼성전자(005930)파운드리 사업 기회요인 재조명파운드리 사업 기회요인 재조명
2020-07-31,삼성전자,005930,실적 성장세 재진입,"72,000",Buy,김선우,메리츠종금증권,삼성전자(005930)실적 성장세 재진입실적 성장세 재진입
2020-07-31,삼성전자,005930,2Q20 실적설명회 Q A 정리,0,-,김선우,메리츠종금증권,삼성전자(005930)삼성전자 2Q20 실적설명회 Q&A 정리삼성전자 2Q20 실적설명회 Q&A 정리
2020-07-31,삼성전자,005930,파운드리와 무선사업부 매출 성장에 기대,"75,000",Buy,이수빈,대신증권,삼성전자(005930)파운드리와 무선사업부 매출 성장에 기대파운드리와 무선사업부 매출 성장에 기대
